RUN,CAR_TYPE,HAS_PARKED,A,B,C,D,E,F,G,H,I,J,K
[14],['B'],[True],[688.4733154529505],[703.9520408467869],[712.1203500405821],[718.3943568865392],[721.5554364806959],[721.5554364806959],[844.584128241743],[847.1246481570555],[847.1246481570555],[854.8255159981695],[870.3042413920059]
[14],['A'],[False],[117.12853236111461],[151.64055977983594],[197.61320365412857],[205.54580384734456],[208.20569453799104],[220.01592690701955],[837.7270405320216],[840.9175653032519],[840.9175653032519],[846.130670696476],[880.6426981151974]
[14],['A'],[False],[116.97365994638709],[143.87521883482069],[192.53858400592972],[197.61320365412857],[200.72242312607895],[211.38091867542173],[850.1645529617994],[852.6950504920947],[852.6950504920947],[857.6591424481521],[884.5607013365857]
[14],['B'],[True],[506.44629931558006],[531.2928651155528],[531.2928651155528],[536.6325078372677],[539.6950021870631],[539.6950021870631],[868.4248984549158],[871.1653614346784],[871.1653614346784],[876.8484212603086],[901.6949870602813]
[14],['A'],[False],[110.89358300748646],[145.28499570468657],[192.70221796331606],[198.82559738893275],[202.24846945193013],[209.72999154267262],[871.5247035761088],[874.8795348559565],[874.8795348559565],[880.9694703178452],[915.3608830150453]
[14],['A'],[False],[102.27571180200289],[121.20357160749678],[164.52528117849232],[169.41516959939662],[172.3213404401325],[180.28371347346686],[891.5080146401187],[894.5732068987485],[894.5732068987485],[901.2379806110366],[920.1658404165305]
[14],['B'],[True],[580.2974139042216],[606.2161182719268],[606.2161182719268],[612.3833106970553],[615.2960240377579],[615.2960240377579],[886.7997791416549],[889.4489735647877],[889.4489735647877],[895.3137124385831],[921.2324168062884]
[15],['B'],[True],[0],[20.720578679830453],[20.720578679830453],[25.385892727593443],[28.721249786755735],[28.721249786755735],[87.68334705893515],[90.03542066025653],[125.63952324893741],[132.18381925717128],[152.90439793700173]
[15],['B'],[True],[12.851894138943063],[33.14007483990368],[33.14007483990368],[39.10795396237258],[42.404688089285806],[42.404688089285806],[116.37851530167637],[119.67231259657125],[173.09026140791752],[177.30690445431188],[197.5950851552725]
[15],['B'],[True],[10.788036201129533],[26.598541231767076],[26.598541231767076],[33.35710843557253],[36.21910986767642],[36.21910986767642],[149.200617510465],[151.8913737409764],[204.7789341187046],[209.3667983064775],[225.17730333711506]
[15],['B'],[True],[2.456785528562085],[35.163701783082566],[39.10795396237258],[43.33630326406885],[45.56527903315821],[45.56527903315821],[158.0535947390068],[161.41450759319346],[205.1977409231102],[212.58933485825187],[245.29625111277235]
[15],['B'],[False],[153.18296067555283],[166.5811312861489],[207.30457084484615],[213.03376097842835],[215.97334326112966],[222.19135315442026],[273.33528941263984],[276.3371222421139],[276.3371222421139],[281.4079747494403],[294.8061453600364]
[15],['B'],[True],[92.97038661707624],[113.83762318247464],[166.29750108066452],[171.13420896674594],[173.6716875286554],[173.6716875286554],[333.6123581129947],[336.54014484191123],[336.54014484191123],[341.4450735445685],[362.3123101099669]
[15],['B'],[False],[169.81894780985567],[188.45260970437243],[212.58933485825187],[217.71266566119908],[220.55854376083516],[232.6662648419693],[342.34825831501746],[345.70775104859115],[345.70775104859115],[350.86104856225137],[369.49471045676813]
[15],['B'],[False],[157.9879932581425],[173.5443650411238],[209.3667983064775],[214.0875657141089],[217.32925293806846],[229.55346366340487],[358.9923663552913],[361.55236398894255],[361.55236398894255],[367.97245896421254],[383.5288307471938]
[15],['B'],[False],[151.2131284130565],[180.1267140837895],[210.74014151138962],[215.77418866816723],[218.12927996843862],[232.618850145093],[397.20453453847915],[400.268163282183],[400.268163282183],[404.61619057306814],[433.52977624380117]
[15],['B'],[True],[1.6410131741175282],[14.827064762463898],[14.827064762463898],[20.194958913600644],[23.34363381823326],[23.34363381823326],[424.4577305391033],[427.50223290458933],[427.50223290458933],[433.02571025429444],[446.2117618426408]
[15],['B'],[False],[240.85135641060228],[278.5721106383899],[278.5721106383899],[284.7693348315234],[287.800038324243],[296.02701415680554],[400.9491624796193],[403.86529164201147],[403.86529164201147],[410.1291406734165],[447.84989490120415]
[15],['B'],[False],[242.9514494794663],[279.072115526607],[279.072115526607],[284.7547742285637],[288.3629046300733],[301.15414285024184],[404.1019635547494],[407.0008116266151],[407.0008116266151],[413.4600356446365],[449.58070169177716]
[15],['B'],[False],[304.7259570573569],[323.8029403345279],[323.8029403345279],[330.3619401539575],[333.4835154517875],[342.3847312729501],[470.24328974400856],[472.93163343335266],[472.93163343335266],[478.82560401270297],[497.90258728987396]
[15],['B'],[False],[273.9006947005564],[304.9628014746679],[304.9628014746679],[312.5198966445389],[316.14389745647463],[324.388707695142],[470.2004800939301],[472.7649805436425],[472.7649805436425],[478.051232903651],[509.1133396777625]
[15],['A'],[True],[10.347012096117663],[25.134751039258482],[25.134751039258482],[29.66083400360446],[32.21297827241517],[32.21297827241517],[518.0101925565406],[520.7350031414845],[520.7350031414845],[527.4324148973354],[542.2201538404762]
[15],['A'],[True],[21.01232245460448],[35.42170372979825],[39.48337103405369],[45.847907392784336],[49.33882184531443],[49.33882184531443],[529.9045040805804],[532.8049951741484],[532.8049951741484],[538.8860631683841],[553.2954444435779]
[15],['A'],[True],[28.54117926986733],[53.134742495134276],[73.10993278431259],[79.05878622122663],[82.37627621539787],[82.37627621539787],[522.6077916077512],[525.2275035064941],[525.2275035064941],[529.446653483775],[554.0402167090419]
[15],['A'],[True],[38.69675133396877],[64.52395945132166],[89.19667818845708],[96.38397015091981],[99.45210802051193],[99.45210802051193],[527.2935709290701],[529.7243935473334],[529.7243935473334],[536.107684520667],[561.93489263802]
[15],['A'],[True],[42.29667818620629],[58.485779541714024],[77.27390550430259],[84.14211416977113],[87.22725672815766],[87.22725672815766],[541.5522565500979],[545.0410243538839],[545.0410243538839],[552.2983159755797],[568.4874173310875]
[15],['B'],[False],[354.7033982271098],[382.6282166083331],[382.6282166083331],[387.98255085769193],[390.94276939365585],[399.6796317399678],[536.0018749627293],[539.6875621206666],[539.6875621206666],[544.2700889016464],[572.1949072828697]
[15],['A'],[True],[41.57957254974317],[65.06969459070635],[90.76039030663657],[95.72252439934373],[99.19331053757674],[99.19331053757674],[542.7595587359049],[546.0779332182891],[546.0779332182891],[550.8659821385015],[574.3561041794648]
[15],['A'],[True],[17.38865980702376],[40.29251125189842],[45.847907392784336],[51.52803028507463],[54.40214625921934],[54.40214625921934],[546.3989873331195],[549.5115182332463],[549.5115182332463],[554.9877141607195],[577.8915656055942]
[15],['B'],[True],[325.1730342163732],[340.8463618982496],[340.8463618982496],[345.2087573910608],[348.4394436462877],[348.4394436462877],[552.4315583880804],[555.245609074473],[555.245609074473],[562.3489950958876],[578.0223227777641]
[15],['B'],[False],[241.9557704069453],[263.9722905249042],[263.9722905249042],[269.59453764886257],[273.4428559275059],[287.3262324082731],[549.899686269936],[553.5420519493755],[553.5420519493755],[560.7726710872156],[582.7891912051746]
[15],['A'],[True],[38.134170512667055],[68.00007692706129],[96.33342054890748],[101.24495275836054],[104.69000026158241],[104.69000026158241],[545.3600346033191],[548.4720837175281],[548.4720837175281],[554.607915630991],[584.4738220453852]
[15],['A'],[True],[33.666208194563644],[51.84629733901285],[71.61378892393975],[77.27390550430259],[80.43775282930629],[80.43775282930629],[566.4053457809341],[569.9932603036265],[569.9932603036265],[575.3059114588748],[593.486000603324]
[15],['B'],[False],[360.4844102182337],[397.8766021269265],[397.8766021269265],[402.83260058577156],[405.995764912182],[416.67117422857086],[551.0766049710145],[554.7767911417553],[554.7767911417553],[562.2518788651124],[599.6440707738052]
[15],['A'],[True],[26.900235663587345],[46.6326922900401],[59.17401950471068],[64.15139741144104],[67.10646376770254],[67.10646376770254],[571.6769972198219],[574.7390043574012],[574.7390043574012],[581.9143117690024],[601.6467683954552]
[15],['A'],[True],[45.747819588169115],[70.77115900689196],[99.94486398707652],[107.58663085946917],[110.33365762604149],[110.33365762604149],[572.3800985701184],[575.4767936991855],[575.4767936991855],[580.1626154111865],[605.1859548299093]
[15],['A'],[True],[71.2647210795217],[84.63956372725546],[114.89702042173538],[119.93606563947954],[122.79755274697986],[122.79755274697986],[586.6811970469507],[589.4044100151395],[589.4044100151395],[594.7794347231536],[608.1542773708874]
[15],['A'],[True],[27.86716603288676],[42.64953025432874],[51.52803028507463],[56.748802695769406],[59.20278034254654],[59.20278034254654],[584.4846953442918],[587.5783725611753],[587.5783725611753],[594.3041578079464],[609.0865220293883]
[15],['A'],[True],[21.5636408121528],[47.62148733897821],[61.21864013213238],[66.03713340567488],[68.97864073235614],[68.97864073235614],[576.0814502958664],[579.5515643252671],[579.5515643252671],[583.9456810232394],[610.0035275500649]
[15],['A'],[True],[24.285587236570645],[36.17571026408365],[43.33630326406885],[48.29558565236438],[51.86569344500614],[51.86569344500614],[588.3723693241],[591.982908113364],[593.5842445794447],[598.4865998331878],[610.3767228607009]
[15],['B'],[False],[269.7860287639126],[303.67346451298863],[303.67346451298863],[309.2777930350371],[312.22360198402487],[319.0173366824957],[569.1218082244462],[572.1483553878763],[572.1483553878763],[577.0039490865862],[610.8913848356622]
[15],['A'],[True],[24.70227625372914],[42.273259897746726],[49.54144068637799],[56.856072607001586],[59.92779222927709],[59.92779222927709],[583.6557662842054],[586.9986757216533],[586.9986757216533],[593.5842445794447],[611.1552282234622]
[15],['A'],[True],[21.075390585337104],[50.978085604771955],[66.05592870313424],[71.61378892393975],[74.64731293774575],[74.64731293774575],[572.9250857299985],[575.6729169615729],[575.6729169615729],[581.7288317963989],[611.6315268158338]
[15],['B'],[True],[500.24504690909396],[525.1603349067078],[525.1603349067078],[531.3041580536851],[534.004403896669],[534.004403896669],[579.3311387827456],[581.7471118897046],[581.7471118897046],[588.3150486559263],[613.2303366535401]
[15],['A'],[True],[4.413794099034255],[33.30481011668323],[33.30481011668323],[39.48337103405369],[42.32239829897097],[42.32239829897097],[579.120827151249],[581.6759584759169],[581.6759584759169],[586.1845228590205],[615.0755388766695]
[15],['A'],[True],[17.773349190187663],[38.869923688084675],[44.64096485906864],[49.54144068637799],[52.68061546472466],[52.68061546472466],[592.501756328481],[595.1255098036609],[595.1255098036609],[601.5173726520093],[622.6139471499063]
[15],['B'],[False],[406.4133065529069],[434.22451969377573],[434.22451969377573],[439.64387301762457],[442.8981813060999],[455.55089114701667],[587.9939103120785],[591.1298328108865],[591.1298328108865],[596.3481234938395],[624.1593366347083]
[15],['A'],[True],[26.721789706023106],[46.059091502153045],[56.856072607001586],[62.04805234499449],[64.62548137528174],[64.62548137528174],[601.0181484135504],[603.5355261817974],[603.5355261817974],[609.2405049628682],[628.5778067589981]
[15],['A'],[True],[9.377390101231171],[24.87536498873009],[24.87536498873009],[31.58290748214899],[34.61954318422298],[34.61954318422298],[607.9832311676],[610.3888348702498],[610.3888348702498],[615.1171253374829],[630.6151002249818]
[15],['A'],[True],[58.87379371734075],[67.39199595602396],[95.72252439934373],[101.37233574205757],[104.66982178091187],[104.66982178091187],[614.2945237473548],[617.259170161182],[620.4034852564015],[626.8425436049615],[635.3607458436447]
[15],['A'],[True],[21.10427145523536],[41.374832958248916],[48.01253142956973],[54.58384865209087],[57.370576749232036],[57.370576749232036],[609.9602163156599],[612.6610184821332],[612.6610184821332],[616.9689930990473],[637.2395546020609]
[15],['B'],[False],[474.41192929713145],[501.24068295969874],[501.24068295969874],[506.4764315027437],[509.28126846467177],[520.338061883219],[602.0582191801277],[604.704215309175],[604.704215309175],[610.7535513018231],[637.5823049643903]
[15],['A'],[True],[65.61244726572447],[87.44176658516196],[118.73745935760344],[124.03925336305883],[127.05262455881099],[127.05262455881099],[610.9132612031544],[614.1245619479027],[614.1245619479027],[620.4034852564015],[642.2328045758389]
[15],['A'],[True],[35.32770122845753],[62.08631106627341],[86.43423716191977],[91.0553434364198],[94.86230556371402],[94.86230556371402],[607.0618577379882],[610.0705758670535],[610.0705758670535],[615.6686471165741],[642.42725695439]
[15],['A'],[True],[31.872445975465403],[45.092866774321806],[53.353151085562565],[59.41114852898998],[62.31185581536939],[62.31185581536939],[615.1388130613964],[618.1148448918564],[624.6760951156353],[630.3445232740444],[643.5649440729007]
[15],['B'],[False],[451.31592007113153],[475.5836717755115],[475.5836717755115],[481.39198776613534],[485.13492558517544],[499.4598304193448],[611.623794063484],[615.1717521296852],[615.1717521296852],[619.6374232767816],[643.9051749811616]
[15],['A'],[True],[3.5421534832254262],[25.86418085839351],[25.86418085839351],[32.557808278046075],[35.762462192251704],[35.762462192251704],[612.3606993939136],[615.20146627648],[615.6686471165741],[621.6484572386203],[643.9704846137884]
[15],['A'],[True],[80.44768761761397],[95.80344247398172],[137.30503518451593],[141.7780126436936],[144.8202996955132],[144.8202996955132],[632.3113926758288],[635.4183525360245],[635.4183525360245],[640.5658718345206],[655.9216266908884]
[15],['A'],[True],[24.794888935611613],[55.685707415887606],[76.14255110624934],[81.5609002839089],[85.23776934359081],[85.23776934359081],[614.8794297548667],[618.0834031331607],[621.6484572386203],[627.8639832574974],[658.7548017377734]
[15],['A'],[True],[35.775313477941694],[61.44852127950182],[85.26286316133545],[90.76039030663657],[93.93920114461612],[93.93920114461612],[620.8674843438298],[624.0068633860075],[626.8425436049615],[633.4974203254427],[659.1706281270028]
[15],['A'],[True],[29.30588974162386],[48.32958658313818],[62.04805234499449],[67.16330288406272],[70.38572956074292],[70.38572956074292],[637.0535327117615],[640.2693883923306],[640.2693883923306],[644.8057683397818],[663.8294651812961]
